incident_id,city,road_name,vehicle_type,accident_type,severity,weather_condition,road_condition,cause,driver_age,driver_gender,injury_count,damage_cost_php,latitude,longitude,datetime
MMTI-2025-0282,Quezon City,EDSA,Motorcycle,Side-swipe,Unknown,Rain,Unknown,Mechanical Failure,20,Male,3.0,16500.0,14.57717518695681,121.00804746258852,2025-11-13 16:30:00
MMTI-2025-0283,Manila,Ortigas Ave,Jeepney,Pedestrian,Unknown,Cloudy,Dry,Reckless Driving,59,Female,2.0,67500.0,14.5164690896097,120.91919128621728,2025-05-25 00:58:00
MMTI-2025-0284,Makati,Quezon Ave,UV Express,Rear-end,Unknown,Clear,Wet,Unknown,59,Male,0.0,89500.0,14.530750915443528,120.991845047052,2025-10-03 17:00:00
MMTI-2025-0285,Makati,EDSA,Car,Side-swipe,Unknown,Clear,Unknown,Mechanical Failure,34,Female,3.0,59500.0,14.626043452925158,120.98660500692786,2025-06-19 01:05:00
MMTI-2025-0286,Taguig,España Blvd,Motorcycle,Pedestrian,Minor,Rain,Unknown,Overspeeding,62,Male,2.0,66000.0,14.521227108373994,121.05737837953252,2025-01-09 12:43:00
MMTI-2025-0287,San Juan,Aurora Blvd,Truck,Hit and Run,Minor,Cloudy,Wet,Mechanical Failure,26,Female,4.0,39500.0,14.692026853016086,120.9288151074917,2025-06-04 19:05:00
MMTI-2025-0288,Las Piñas,EDSA,Jeepney,Pedestrian,Major,Clear,Dry,Overspeeding,54,Female,4.0,72000.0,14.689395877845774,120.9609382304699,2025-12-13 23:41:00
MMTI-2025-0289,Manila,Commonwealth Ave,Car,Rear-end,Major,Clear,Slippery,Mechanical Failure,25,Female,0.0,74500.0,14.670450225553497,121.0702775444851,2025-06-26 06:26:00
MMTI-2025-0290,Quezon City,C5,Bus,Collision,Fatal,Clear,Wet,Unknown,39,Male,1.0,87500.0,14.631094596139391,120.9200090114551,2025-10-09 14:41:00
MMTI-2025-0291,Parañaque,Ortigas Ave,Truck,Hit and Run,Fatal,Clear,Slippery,Drunk Driving,54,Male,2.0,56500.0,14.533727902181196,120.96264295614688,2025-11-14 02:57:00
MMTI-2025-0292,Malabon,Roxas Blvd,Taxi,Side-swipe,Major,Rain,Slippery,Unknown,47,Female,2.0,41000.0,14.597394276487336,120.921766527259,2025-04-24 22:47:00
MMTI-2025-0293,Mandaluyong,Commonwealth Ave,Jeepney,Rear-end,Fatal,Rain,Dry,Distracted Driving,19,Male,4.0,76000.0,14.581026893510224,121.01800726236814,2025-11-27 19:05:00
MMTI-2025-0294,Quezon City,España Blvd,Truck,Rear-end,Fatal,Cloudy,Wet,Reckless Driving,26,Female,4.0,67000.0,14.518110804851034,120.97277311161484,2025-01-19 17:16:00
MMTI-2025-0295,Pasig,Commonwealth Ave,Taxi,Pedestrian,Major,Cloudy,Wet,Drunk Driving,54,Female,0.0,95500.0,14.596700683145484,120.97175910776916,2025-01-06 21:15:00
MMTI-2025-0296,Makati,Roxas Blvd,Bus,Rear-end,Minor,Rain,Wet,Traffic Violation,42,Female,3.0,7500.0,14.50798093971698,121.02970494974268,2025-04-23 15:14:00
MMTI-2025-0297,Mandaluyong,Roxas Blvd,Jeepney,Pedestrian,Unknown,Rain,Unknown,Unknown,41,Male,4.0,34000.0,14.57526575620871,121.08144848528936,2025-02-22 22:33:00
MMTI-2025-0298,Las Piñas,Aurora Blvd,Taxi,Hit and Run,Unknown,Clear,Unknown,Drunk Driving,46,Female,1.0,11500.0,14.602908254628597,120.95616190167,2025-09-22 12:22:00
MMTI-2025-0299,Las Piñas,Katipunan Ave,UV Express,Collision,Major,Cloudy,Slippery,Distracted Driving,48,Female,3.0,28500.0,14.618158179761837,121.02945184682812,2025-03-18 05:10:00
MMTI-2025-0300,Quezon City,Commonwealth Ave,Jeepney,Pedestrian,Major,Rain,Unknown,Overspeeding,54,Female,0.0,23000.0,14.55165192920334,120.93600750791526,2025-07-30 00:15:00
MMTI-2025-0301,Manila,Roxas Blvd,Motorcycle,Rear-end,Unknown,Clear,Unknown,Unknown,28,Female,3.0,78500.0,14.528542427412594,121.01652922752568,2025-07-27 19:36:00
MMTI-2025-0302,Manila,Roxas Blvd,Car,Side-swipe,Unknown,Clear,Unknown,Distracted Driving,32,Female,3.0,18500.0,14.521714022780303,120.94046970981763,2025-04-04 19:42:00
MMTI-2025-0303,Pasig,Katipunan Ave,Motorcycle,Rear-end,Unknown,Clear,Unknown,Overspeeding,68,Male,0.0,63500.0,14.631878522232665,121.08039695114417,2025-09-16 21:26:00
MMTI-2025-0304,Malabon,España Blvd,Truck,Side-swipe,Minor,Rain,Unknown,Unknown,32,Female,3.0,46500.0,14.61780961722824,121.04827880845646,2025-10-04 00:57:00
MMTI-2025-0305,Malabon,Commonwealth Ave,Bus,Hit and Run,Major,Clear,Slippery,Unknown,34,Female,0.0,92500.0,14.648729136272404,120.90142281588612,2025-12-23 18:06:00
MMTI-2025-0306,Manila,Taft Ave,UV Express,Rear-end,Fatal,Cloudy,Slippery,Distracted Driving,27,Female,0.0,76500.0,14.550726545246397,121.0709953852536,2025-09-25 03:33:00
MMTI-2025-0307,Pasig,Roxas Blvd,UV Express,Hit and Run,Major,Cloudy,Unknown,Unknown,29,Male,4.0,73000.0,14.596752031525638,121.097701652805,2025-08-05 18:23:00
MMTI-2025-0308,Navotas,Commonwealth Ave,Taxi,Collision,Major,Cloudy,Wet,Distracted Driving,31,Female,2.0,72000.0,14.622805073405887,121.0369128893417,2025-10-23 11:49:00
MMTI-2025-0309,Manila,C5,Taxi,Rear-end,Unknown,Clear,Unknown,Distracted Driving,22,Male,1.0,49000.0,14.51600794733916,120.90755106765702,2025-01-27 05:24:00
MMTI-2025-0310,Manila,Roxas Blvd,UV Express,Pedestrian,Minor,Rain,Unknown,Unknown,18,Female,0.0,68000.0,14.557201302341738,120.90672187027926,2025-07-16 12:39:00
MMTI-2025-0311,Caloocan,Katipunan Ave,Car,Collision,Fatal,Rain,Dry,Drunk Driving,23,Male,3.0,47000.0,14.63393240927926,120.98109019337012,2025-11-03 16:33:00
MMTI-2025-0312,Makati,C5,Jeepney,Side-swipe,Unknown,Clear,Slippery,Traffic Violation,,Male,1.0,79500.0,14.692611427895017,120.99095180173175,2025-04-13 16:00:00
MMTI-2025-0313,Mandaluyong,Commonwealth Ave,Truck,Pedestrian,Minor,Clear,Dry,Reckless Driving,39,Male,4.0,34500.0,14.675222609248614,121.06262946992128,2025-07-26 18:00:00
MMTI-2025-0314,Valenzuela,Taft Ave,Jeepney,Hit and Run,Major,Storm,Unknown,Unknown,55,Male,3.0,16500.0,14.55156395296388,120.97653464918383,2025-10-22 08:44:00
MMTI-2025-0315,Caloocan,Ortigas Ave,Truck,Side-swipe,Unknown,Clear,Dry,Reckless Driving,33,Male,0.0,53000.0,14.634739583356362,121.06421493789853,2025-04-23 21:44:00
MMTI-2025-0316,Pasay,Aurora Blvd,Bus,Side-swipe,Major,Clear,Slippery,Drunk Driving,65,Female,3.0,96000.0,14.539933307818862,121.04708581304855,2025-02-08 17:59:00
MMTI-2025-0317,Parañaque,Quezon Ave,Taxi,Pedestrian,Fatal,Rain,Dry,Distracted Driving,23,Female,4.0,2500.0,14.652848842527105,121.00829479092062,2025-05-16 06:14:00
MMTI-2025-0318,Pasig,Ortigas Ave,Truck,Pedestrian,Fatal,Cloudy,Wet,Reckless Driving,43,Female,4.0,18000.0,14.510829634257757,121.059853983556,2025-01-22 15:23:00
MMTI-2025-0319,Manila,Ortigas Ave,Truck,Rear-end,Unknown,Clear,Unknown,Unknown,38,Male,0.0,88000.0,14.54215047714029,121.0162016437959,2025-09-02 17:02:00
MMTI-2025-0320,Mandaluyong,Commonwealth Ave,Jeepney,Side-swipe,Major,Storm,Unknown,Traffic Violation,41,Female,3.0,56000.0,14.54210649642213,121.04014252536328,2025-06-16 11:39:00
MMTI-2025-0321,Navotas,Roxas Blvd,Truck,Rear-end,Unknown,Rain,Unknown,Mechanical Failure,,Male,0.0,36500.0,14.660817516201444,121.01106800948416,2025-07-10 11:54:00
MMTI-2025-0322,Pasig,Aurora Blvd,Taxi,Collision,Major,Cloudy,Unknown,Drunk Driving,58,Male,3.0,40000.0,14.55019480669817,121.07170039648986,2025-07-15 06:09:00
MMTI-2025-0323,Pasay,EDSA,Car,Side-swipe,Unknown,Rain,Dry,Unknown,65,Male,2.0,48000.0,14.572061316013858,121.0114982976494,2025-01-25 12:06:00
MMTI-2025-0324,Malabon,C5,Bus,Pedestrian,Major,Clear,Unknown,Drunk Driving,67,Male,2.0,43500.0,14.63463856802947,120.99749874886088,2025-05-12 11:01:00
MMTI-2025-0325,Pasig,Roxas Blvd,Truck,Rear-end,Major,Rain,Slippery,Unknown,58,Female,0.0,12000.0,14.532399897789396,120.94564358787758,2025-08-17 02:24:00
MMTI-2025-0326,Mandaluyong,Katipunan Ave,UV Express,Hit and Run,Fatal,Cloudy,Slippery,Unknown,44,Female,1.0,4500.0,14.5250079821464,120.9469254384369,2025-06-12 20:18:00
MMTI-2025-0327,Makati,Quezon Ave,Car,Hit and Run,Minor,Clear,Dry,Unknown,53,Male,0.0,,14.579402504152034,121.05299927442672,2025-05-09 23:44:00
MMTI-2025-0328,Pasig,Commonwealth Ave,Motorcycle,Hit and Run,Fatal,Rain,Wet,Reckless Driving,46,Female,1.0,69000.0,14.667703555778576,120.905714258604,2025-02-12 03:16:00
MMTI-2025-0329,Marikina,Aurora Blvd,Truck,Pedestrian,Fatal,Clear,Unknown,Drunk Driving,62,Female,4.0,78000.0,14.5913086840973,121.04978232031443,2025-12-06 11:55:00
MMTI-2025-0330,Quezon City,Roxas Blvd,Bus,Hit and Run,Unknown,Rain,Dry,Unknown,37,Male,3.0,35000.0,14.531143507813772,120.90211116373553,2025-10-16 13:33:00
MMTI-2025-0331,San Juan,Aurora Blvd,Jeepney,Collision,Unknown,Cloudy,Slippery,Overspeeding,67,Female,2.0,78000.0,14.546243078703831,120.90144359700116,2025-09-25 04:22:00
MMTI-2025-0332,Quezon City,Taft Ave,Truck,Rear-end,Major,Rain,Unknown,Unknown,32,Male,0.0,56000.0,14.625064602851214,121.00332201237164,2025-07-11 06:26:00
MMTI-2025-0333,Mandaluyong,Roxas Blvd,UV Express,Pedestrian,Fatal,Cloudy,Wet,Distracted Driving,29,Female,2.0,16000.0,14.62737854190967,121.02354588278052,2025-11-10 22:43:00
MMTI-2025-0334,Pateros,Quezon Ave,Bus,Collision,Major,Clear,Unknown,Overspeeding,29,Male,2.0,36000.0,14.525007840566628,120.9876833270894,2025-05-20 22:39:00
MMTI-2025-0335,Pasig,EDSA,Truck,Rear-end,Fatal,Cloudy,Slippery,Unknown,41,Female,0.0,6000.0,14.566049729407164,121.06870925985362,2025-01-05 07:05:00
MMTI-2025-0336,Navotas,C5,Jeepney,Hit and Run,Major,Rain,Slippery,Unknown,18,Male,0.0,33500.0,14.576959579842129,121.09499444282496,2025-03-16 01:17:00
MMTI-2025-0337,Parañaque,Aurora Blvd,UV Express,Collision,Unknown,Rain,Wet,Unknown,42,Male,2.0,22000.0,14.62583285082614,120.90843718311896,2025-05-07 23:02:00
MMTI-2025-0338,Mandaluyong,Aurora Blvd,UV Express,Side-swipe,Major,Storm,Dry,Mechanical Failure,25,Female,0.0,57500.0,14.56490269752602,120.93347207128166,2025-10-09 16:07:00
MMTI-2025-0339,Navotas,Quezon Ave,Motorcycle,Collision,Unknown,Rain,Unknown,Drunk Driving,41,Male,1.0,22000.0,14.599983841317,121.03718892875112,2025-05-22 18:07:00
MMTI-2025-0340,Quezon City,Ortigas Ave,UV Express,Rear-end,Unknown,Clear,Wet,Unknown,32,Male,4.0,84500.0,14.651339504640278,121.06110507531731,2025-06-23 20:03:00
MMTI-2025-0341,Manila,Taft Ave,Bus,Rear-end,Fatal,Clear,Unknown,Unknown,53,Male,4.0,91000.0,14.598018399163749,121.01334034679329,2025-08-13 23:12:00
MMTI-2025-0342,Valenzuela,Roxas Blvd,Taxi,Pedestrian,Unknown,Rain,Dry,Drunk Driving,46,Male,2.0,71000.0,14.573422541400909,120.90014396574486,2025-10-06 11:20:00
MMTI-2025-0343,Pasay,EDSA,Jeepney,Side-swipe,Unknown,Rain,Slippery,Distracted Driving,60,Female,1.0,69000.0,14.636644836511536,121.05314681910198,2025-11-23 16:24:00
MMTI-2025-0344,Marikina,Taft Ave,UV Express,Side-swipe,Minor,Clear,Unknown,Distracted Driving,20,Female,1.0,6000.0,14.540415805737757,120.99707405744736,2025-03-20 19:18:00
MMTI-2025-0345,Navotas,Aurora Blvd,Jeepney,Pedestrian,Unknown,Storm,Dry,Traffic Violation,32,Male,0.0,28500.0,14.63114987237961,121.08568074388768,2025-02-20 01:36:00
MMTI-2025-0346,Quezon City,Ortigas Ave,Jeepney,Hit and Run,Fatal,Rain,Dry,Reckless Driving,51,Male,0.0,11000.0,14.66689129964099,120.91558707497212,2025-02-10 14:51:00
MMTI-2025-0347,Taguig,Quezon Ave,Jeepney,Hit and Run,Major,Rain,Unknown,Mechanical Failure,54,Female,4.0,97500.0,14.611628321431851,121.04922167525518,2025-04-21 16:06:00
MMTI-2025-0348,Valenzuela,Taft Ave,Motorcycle,Rear-end,Major,Clear,Unknown,Traffic Violation,60,Female,4.0,78500.0,14.588602433999656,120.97046481505409,2025-11-23 18:22:00
MMTI-2025-0349,Las Piñas,Taft Ave,Taxi,Hit and Run,Fatal,Clear,Wet,Mechanical Failure,42,Male,2.0,59500.0,14.58949995779965,120.97941811233788,2025-06-11 17:20:00
MMTI-2025-0350,Manila,España Blvd,Car,Side-swipe,Minor,Storm,Wet,Mechanical Failure,38,Male,0.0,37000.0,14.683822416594122,121.00225429766824,2025-01-18 09:38:00
MMTI-2025-0351,Taguig,EDSA,Truck,Side-swipe,Major,Rain,Slippery,Traffic Violation,55,Female,1.0,34500.0,14.662214847356532,120.91838102425707,2025-10-20 18:09:00
MMTI-2025-0352,Parañaque,C5,UV Express,Side-swipe,Unknown,Rain,Unknown,Distracted Driving,56,Male,0.0,95500.0,14.661668234432168,120.9763092220999,2025-07-24 18:58:00
MMTI-2025-0353,Malabon,Taft Ave,Taxi,Collision,Major,Rain,Unknown,Overspeeding,58,Female,0.0,41000.0,14.604876670302724,120.9638633080422,2025-01-29 10:22:00
MMTI-2025-0354,Manila,Quezon Ave,Car,Collision,Unknown,Cloudy,Unknown,Distracted Driving,32,Female,2.0,52000.0,14.52960248013167,120.96723363560818,2025-10-17 04:20:00
MMTI-2025-0355,Quezon City,España Blvd,Truck,Side-swipe,Minor,Cloudy,Unknown,Unknown,67,Female,1.0,63500.0,14.611859235462708,120.99757221996089,2025-09-01 18:47:00
MMTI-2025-0356,Quezon City,Katipunan Ave,UV Express,Pedestrian,Major,Rain,Dry,Reckless Driving,67,Female,2.0,89500.0,14.684827616179016,120.91791892962536,2025-11-30 18:12:00
MMTI-2025-0357,Las Piñas,Ortigas Ave,Car,Side-swipe,Fatal,Clear,Dry,Reckless Driving,28,Male,4.0,58500.0,14.624636431255666,120.98809268481268,2025-12-10 13:27:00
MMTI-2025-0358,Las Piñas,Commonwealth Ave,Taxi,Collision,Minor,Rain,Dry,Mechanical Failure,57,Female,2.0,3500.0,14.56865427448421,121.06085615472686,2025-04-30 06:43:00
MMTI-2025-0359,Manila,Ortigas Ave,Car,Pedestrian,Major,Rain,Unknown,Reckless Driving,53,Female,4.0,95000.0,14.69846042564712,121.03901422872954,2025-06-06 14:30:00
MMTI-2025-0360,Makati,España Blvd,Motorcycle,Side-swipe,Major,Clear,Slippery,Mechanical Failure,68,Male,0.0,61500.0,14.630951574363078,120.9016668350497,2025-12-09 00:24:00
MMTI-2025-0361,Las Piñas,C5,Motorcycle,Side-swipe,Unknown,Rain,Unknown,Distracted Driving,38,Female,4.0,70000.0,14.51760413376453,120.93977504000163,2025-07-18 21:17:00
MMTI-2025-0362,Manila,EDSA,Car,Pedestrian,Fatal,Storm,Unknown,Unknown,65,Female,0.0,46000.0,14.63686227105843,120.97107562664932,2025-08-23 17:59:00
MMTI-2025-0363,Mandaluyong,EDSA,UV Express,Side-swipe,Unknown,Clear,Unknown,Reckless Driving,32,Female,2.0,52000.0,14.631386351789924,120.91755900342748,2025-06-04 07:32:00
MMTI-2025-0364,Pasig,Quezon Ave,Truck,Rear-end,Unknown,Rain,Unknown,Reckless Driving,56,Male,3.0,71000.0,14.526354426453643,121.03049452921536,2025-07-15 16:43:00
MMTI-2025-0365,Parañaque,Commonwealth Ave,Bus,Pedestrian,Major,Cloudy,Wet,Drunk Driving,38,Male,4.0,70000.0,14.689720312832952,120.92367745814344,2025-10-25 17:43:00
MMTI-2025-0366,Manila,Ortigas Ave,Truck,Hit and Run,Fatal,Cloudy,Slippery,Drunk Driving,67,Female,0.0,18500.0,14.536949299314914,121.0524894967466,2025-06-12 04:46:00
MMTI-2025-0367,Pasig,Katipunan Ave,Jeepney,Rear-end,Unknown,Rain,Wet,Overspeeding,40,Male,0.0,63000.0,14.526817325506098,121.06922764719236,2025-11-10 19:17:00
MMTI-2025-0368,Las Piñas,Commonwealth Ave,Taxi,Hit and Run,Unknown,Cloudy,Wet,Drunk Driving,30,Female,0.0,54000.0,14.652907770825648,120.90300285209037,2025-08-29 22:41:00
MMTI-2025-0369,Parañaque,Quezon Ave,Motorcycle,Rear-end,Unknown,Clear,Unknown,Traffic Violation,47,Female,3.0,53500.0,14.65524294382606,121.02158599158426,2025-05-19 13:14:00
MMTI-2025-0370,Navotas,Katipunan Ave,UV Express,Pedestrian,Unknown,Clear,Unknown,Overspeeding,51,Male,3.0,60000.0,14.66540202033187,120.90848318320182,2025-07-14 23:20:00
MMTI-2025-0371,Navotas,EDSA,Jeepney,Hit and Run,Unknown,Rain,Dry,Mechanical Failure,36,Female,3.0,40500.0,14.654735402506024,120.95718291768632,2025-05-06 16:34:00
MMTI-2025-0372,Pasig,EDSA,UV Express,Pedestrian,Major,Cloudy,Unknown,Distracted Driving,64,Male,1.0,76500.0,14.687568491539848,121.03922282836795,2025-03-27 13:18:00
MMTI-2025-0373,Marikina,Aurora Blvd,Motorcycle,Rear-end,Unknown,Clear,Wet,Unknown,23,Male,2.0,90500.0,14.62971528605694,121.04229394912196,2025-03-11 12:26:00
MMTI-2025-0374,Taguig,C5,Motorcycle,Hit and Run,Fatal,Clear,Unknown,Unknown,64,Female,3.0,72000.0,14.576121401852228,121.05365206475688,2025-03-25 22:46:00
MMTI-2025-0375,Pasig,Commonwealth Ave,Taxi,Rear-end,Major,Rain,Dry,Unknown,37,Male,0.0,,14.692193222710875,120.95775610748896,2025-06-21 18:55:00
MMTI-2025-0376,Pasig,Quezon Ave,Motorcycle,Pedestrian,Fatal,Clear,Unknown,Unknown,49,Male,4.0,65000.0,14.547575670803896,121.01777246543686,2025-04-03 03:57:00
MMTI-2025-0377,Valenzuela,C5,Jeepney,Pedestrian,Minor,Rain,Unknown,Reckless Driving,57,Female,0.0,25500.0,14.529651233635938,121.03065537564312,2025-09-01 14:26:00
MMTI-2025-0378,Quezon City,Katipunan Ave,Taxi,Pedestrian,Fatal,Storm,Dry,Overspeeding,24,Female,1.0,22500.0,14.63441809905228,121.02221795120974,2025-01-19 04:54:00
MMTI-2025-0379,Makati,España Blvd,Car,Hit and Run,Unknown,Storm,Dry,Distracted Driving,67,Male,2.0,49000.0,14.67950595524749,121.0640529484565,2025-12-21 22:38:00
MMTI-2025-0380,San Juan,Aurora Blvd,Car,Collision,Fatal,Storm,Unknown,Unknown,51,Female,0.0,28500.0,14.622410748985684,120.92186044688728,2025-08-07 17:04:00
MMTI-2025-0381,Pateros,Katipunan Ave,Taxi,Side-swipe,Unknown,Clear,Slippery,Reckless Driving,51,Male,1.0,80500.0,14.612526867533322,121.0039411600369,2025-11-19 16:05:00
MMTI-2025-0382,Pasay,Katipunan Ave,Car,Side-swipe,Major,Clear,Dry,Overspeeding,47,Male,0.0,28500.0,14.659912870251102,121.09979740145003,2025-11-20 15:31:00
MMTI-2025-0383,Las Piñas,España Blvd,Taxi,Rear-end,Minor,Rain,Wet,Reckless Driving,34,Male,2.0,40000.0,14.601337925419202,120.96478476787662,2025-07-31 01:21:00
MMTI-2025-0384,Marikina,Ortigas Ave,Truck,Pedestrian,Unknown,Clear,Wet,Mechanical Failure,39,Male,0.0,63000.0,14.683232610634716,121.0594508767658,2025-01-04 03:43:00
MMTI-2025-0385,Pasig,Aurora Blvd,Taxi,Pedestrian,Fatal,Cloudy,Unknown,Overspeeding,51,Male,4.0,94500.0,14.635639524929974,121.01103544166072,2025-11-27 04:30:00
MMTI-2025-0386,Marikina,Ortigas Ave,Motorcycle,Rear-end,Fatal,Clear,Slippery,Unknown,58,Female,4.0,79500.0,14.577913254778652,121.019038373406,2025-01-10 06:36:00
MMTI-2025-0387,Marikina,EDSA,Bus,Hit and Run,Minor,Cloudy,Wet,Traffic Violation,46,Male,1.0,69000.0,14.560463659726102,120.9224462544534,2025-06-07 22:54:00
MMTI-2025-0388,Makati,Aurora Blvd,Jeepney,Collision,Unknown,Clear,Wet,Mechanical Failure,39,Female,0.0,69000.0,14.562071741782924,120.96546759030714,2025-01-20 06:58:00
MMTI-2025-0389,Pasig,Quezon Ave,UV Express,Collision,Unknown,Cloudy,Unknown,Distracted Driving,18,Male,0.0,89500.0,14.66962480484588,121.0743750186072,2025-02-20 16:43:00
MMTI-2025-0390,Quezon City,C5,Jeepney,Side-swipe,Minor,Clear,Slippery,Mechanical Failure,38,Female,1.0,38500.0,14.555329907733611,120.9638299581003,2025-06-20 14:56:00
MMTI-2025-0391,Mandaluyong,Commonwealth Ave,Car,Side-swipe,Minor,Clear,Unknown,Distracted Driving,31,Male,4.0,42500.0,14.554210420163804,121.08865556374842,2025-08-14 21:07:00
MMTI-2025-0392,Pasay,C5,Bus,Pedestrian,Fatal,Clear,Unknown,Overspeeding,26,Male,3.0,88000.0,14.510091202118884,120.97671992786796,2025-05-26 18:15:00
MMTI-2025-0393,Pasay,Katipunan Ave,Jeepney,Hit and Run,Unknown,Storm,Slippery,Traffic Violation,,Female,0.0,99000.0,14.634174053086786,121.00669698577904,2025-02-14 13:25:00
MMTI-2025-0394,Makati,Aurora Blvd,Motorcycle,Hit and Run,Fatal,Rain,Unknown,Unknown,32,Female,1.0,80500.0,14.551610553134772,120.972689869094,2025-08-27 18:08:00
MMTI-2025-0395,Marikina,Ortigas Ave,Truck,Hit and Run,Minor,Clear,Unknown,Distracted Driving,40,Female,3.0,23500.0,14.55645147378436,120.9697230884499,2025-04-04 22:58:00
MMTI-2025-0396,Taguig,Taft Ave,Taxi,Collision,Fatal,Clear,Dry,Reckless Driving,52,Female,3.0,77500.0,14.58268838113334,121.02417496777132,2025-10-22 04:32:00
MMTI-2025-0397,Navotas,C5,Bus,Rear-end,Unknown,Cloudy,Unknown,Traffic Violation,52,Female,1.0,86500.0,14.633921039220532,121.0478734089894,2025-10-08 05:30:00
MMTI-2025-0398,Pateros,C5,Jeepney,Pedestrian,Unknown,Storm,Unknown,Distracted Driving,,Female,1.0,41000.0,14.691176689275792,120.9139215269659,2025-12-31 18:53:00
MMTI-2025-0399,Pasig,Taft Ave,Bus,Hit and Run,Minor,Clear,Wet,Drunk Driving,55,Male,1.0,86500.0,14.5298432863548,121.00625116421509,2025-02-25 21:52:00
MMTI-2025-0400,Valenzuela,Quezon Ave,Car,Side-swipe,Fatal,Clear,Slippery,Unknown,63,Male,0.0,76500.0,14.501623850481945,121.09728432969813,2025-07-19 19:36:00
MMTI-2025-0401,San Juan,EDSA,Bus,Pedestrian,Minor,Clear,Unknown,Traffic Violation,25,Male,0.0,32000.0,14.586343100223276,121.01803277491668,2025-07-26 04:54:00
MMTI-2025-0402,Navotas,Taft Ave,Truck,Hit and Run,Unknown,Rain,Wet,Unknown,26,Female,4.0,51000.0,14.668665534145358,120.97205757772916,2025-11-17 10:45:00
MMTI-2025-0403,Pasig,Commonwealth Ave,Motorcycle,Collision,Minor,Rain,Unknown,Unknown,26,Male,1.0,84000.0,14.661188322925351,121.07203055241112,2025-08-02 04:18:00
MMTI-2025-0404,Malabon,Katipunan Ave,Car,Hit and Run,Unknown,Cloudy,Unknown,Unknown,42,Male,1.0,25500.0,14.584954371459146,120.90148599829963,2025-12-23 19:59:00
MMTI-2025-0405,Manila,Roxas Blvd,Truck,Pedestrian,Unknown,Storm,Dry,Overspeeding,54,Female,0.0,49000.0,14.522632873922989,120.9963065817382,2025-09-13 23:15:00
MMTI-2025-0406,Manila,Roxas Blvd,Truck,Pedestrian,Minor,Clear,Unknown,Distracted Driving,33,Female,0.0,96500.0,14.632747387827056,121.0337434278102,2025-12-20 02:09:00
MMTI-2025-0407,Makati,Roxas Blvd,Jeepney,Collision,Fatal,Clear,Dry,Unknown,47,Female,4.0,95500.0,14.566302797825658,120.9705829083332,2025-12-17 20:34:00
MMTI-2025-0408,Quezon City,Katipunan Ave,UV Express,Side-swipe,Unknown,Storm,Dry,Unknown,55,Female,4.0,8500.0,14.631263977274845,120.95835064174072,2025-05-31 09:10:00
MMTI-2025-0409,Pateros,C5,Car,Pedestrian,Minor,Storm,Slippery,Drunk Driving,57,Male,2.0,34500.0,14.502840602012618,120.9223098808584,2025-11-16 00:18:00
MMTI-2025-0410,Pasig,Aurora Blvd,Bus,Rear-end,Fatal,Rain,Wet,Unknown,29,Male,2.0,12500.0,14.693469126738712,121.019108818373,2025-03-31 18:47:00
MMTI-2025-0411,Malabon,Taft Ave,Car,Hit and Run,Major,Rain,Unknown,Traffic Violation,21,Male,0.0,8500.0,14.533520079350494,120.979748960549,2025-03-20 15:48:00
MMTI-2025-0412,Quezon City,Quezon Ave,Truck,Hit and Run,Unknown,Storm,Wet,Unknown,18,Male,3.0,50500.0,14.635698681050076,121.0923525445614,2025-06-04 15:47:00
MMTI-2025-0413,Quezon City,Ortigas Ave,Taxi,Hit and Run,Unknown,Rain,Slippery,Traffic Violation,35,Male,0.0,34500.0,14.630868656313682,120.978230752738,2025-12-16 01:06:00
MMTI-2025-0414,Makati,Quezon Ave,Jeepney,Side-swipe,Major,Storm,Unknown,Overspeeding,61,Male,0.0,3500.0,14.582249753322747,121.00505285278544,2025-12-12 23:15:00
MMTI-2025-0415,Caloocan,Roxas Blvd,Bus,Rear-end,Minor,Clear,Unknown,Distracted Driving,21,Female,4.0,83500.0,14.52435802624833,121.0915590675473,2025-12-17 14:22:00
MMTI-2025-0416,Navotas,Katipunan Ave,Taxi,Rear-end,Minor,Rain,Wet,Reckless Driving,36,Female,0.0,11500.0,14.627756101568703,121.08453907816894,2025-02-14 19:08:00
MMTI-2025-0417,Marikina,Roxas Blvd,Car,Collision,Fatal,Clear,Unknown,Unknown,39,Male,2.0,35500.0,14.535585897327326,120.91387969626744,2025-05-22 13:44:00
MMTI-2025-0418,Pasay,Aurora Blvd,Motorcycle,Rear-end,Unknown,Cloudy,Wet,Distracted Driving,46,Male,0.0,6000.0,14.514583900675792,121.01426891196898,2025-04-13 19:25:00
MMTI-2025-0419,Pateros,Commonwealth Ave,UV Express,Collision,Minor,Rain,Unknown,Reckless Driving,27,Male,3.0,75500.0,14.500740750901972,121.04152113041268,2025-05-09 14:01:00
MMTI-2025-0420,Navotas,C5,Jeepney,Rear-end,Minor,Cloudy,Unknown,Distracted Driving,54,Male,2.0,89000.0,14.56056561529728,120.91103893463652,2025-09-09 15:27:00
MMTI-2025-0421,Quezon City,Ortigas Ave,Motorcycle,Hit and Run,Fatal,Rain,Wet,Drunk Driving,53,Male,3.0,86500.0,14.53820063218306,121.03917645572142,2025-11-28 02:23:00
MMTI-2025-0422,Las Piñas,Aurora Blvd,Motorcycle,Hit and Run,Major,Rain,Dry,Mechanical Failure,19,Female,3.0,51500.0,14.51259852616897,121.00811040944367,2025-02-24 20:44:00
