Incident_ID,Date,Time,City,Road_Name,Vehicle_Type,Accident_Type,Severity,Weather_Condition,Road_Condition,Cause,Driver_Age,Driver_Gender,Injury_Count,Damage_Cost_PHP,Latitude,Longitude
MMTI-2025-0286,2025-01-09,12:43:00,Taguig,España Blvd,Motorcycle,Pedestrian,Minor,RAIN,,Overspeeding,62.0,Male,2.0,66000.0,14.521227108373994,121.05737837953252
MMTI-2025-0287,2025-06-04,19:05:00,San Juan,Aurora Blvd,Truck,Hit and Run,Minor,Cloudy,Wet,Mechanical Failure,26.0,FEMALE,4.0,39500.0,14.692026853016086,120.9288151074917
MMTI-2025-0288,2025-12-13,23:41:00,Las Piñas,EDSA,Jeepney,Pedestrian,Major,Clear,Dry,Overspeeding,54.0,FEMALE,4.0,72000.0,14.689395877845774,120.9609382304699
MMTI-2025-0289,2025-06-26,06:26:00,manila,Commonwealth Ave,Car,Rear-end,Major, clear,Slippery,Mechanical Failure,25.0,Female,,74500.0,14.670450225553495,121.0702775444851
MMTI-2025-0290,2025-10-09,14:41:00,QUEZON CITY,C5,Bus,Collision,Fatal,Clear,Wet,,39.0,male,1.0,87500.0,14.631094596139391,120.9200090114551
MMTI-2025-0291,2025-11-14,02:57:00,Parañaque,Ortigas Ave,Truck,Hit and Run,Fatal, clear,Slippery,Drunk Driving,54.0,male,2.0,56500.0,14.533727902181196,120.96264295614687
MMTI-2025-0292,2025-04-24,22:47:00,Malabon,Roxas Blvd,Taxi,Side-swipe,Major,RAIN,Slippery,,47.0,FEMALE,2.0,41000.0,14.597394276487337,120.92176652725901
MMTI-2025-0293,2025-11-27,19:05:00,Mandaluyong,Commonwealth Ave,Jeepney,Rear-end,Fatal,RAIN,Dry,Distracted Driving,19.0,Male,4.0,76000.0,14.581026893510224,121.01800726236814
MMTI-2025-0294,2025-01-19,17:16:00,QUEZON CITY,España Blvd,Truck,Rear-end,Fatal,Cloudy,Wet,Reckless Driving,26.0,FEMALE,4.0,67000.0,14.518110804851034,120.97277311161484
MMTI-2025-0295,2025-01-06,21:15:00, Pasig,Commonwealth Ave,Taxi,Pedestrian,Major,Cloudy,Wet,Drunk Driving,54.0,Female,,95500.0,14.596700683145485,120.97175910776917
MMTI-2025-0296,2025-04-23,15:14:00,Makati,Roxas Blvd,Bus,Rear-end,Minor,RAIN,Wet,Traffic Violation,42.0,FEMALE,3.0,7500.0,14.50798093971698,121.02970494974267
MMTI-2025-0297,2025-02-22,22:33:00,Mandaluyong,Roxas Blvd,Jeepney,Pedestrian,,Rain,,,41.0,Male,4.0,34000.0,14.57526575620871,121.08144848528937
MMTI-2025-0298,2025-09-22,12:22:00,Las Piñas,Aurora Blvd,Taxi,Hit and Run,,Clear,,Drunk Driving,46.0,Female,1.0,11500.0,14.602908254628595,120.95616190166999
MMTI-2025-0299,2025-03-18,05:10:00,Las Piñas,Katipunan Ave,UV Express,Collision,Major,Cloudy,Slippery,Distracted Driving,48.0,FEMALE,3.0,28500.0,14.618158179761837,121.02945184682811
MMTI-2025-0300,2025-07-30,00:15:00,Quezon City,Commonwealth Ave,Jeepney,Pedestrian,Major,Rain,,Overspeeding,54.0,Female,0.0,23000.0,14.551651929203341,120.93600750791526
MMTI-2025-0301,2025-07-27,19:36:00,Manila,Roxas Blvd,Motorcycle,Rear-end,, clear,,,28.0,Female,3.0,78500.0,14.528542427412594,121.01652922752568
MMTI-2025-0302,2025-04-04,19:42:00,manila,Roxas Blvd,Car,Side-swipe,, clear,,Distracted Driving,32.0,FEMALE,3.0,18500.0,14.521714022780303,120.94046970981763
MMTI-2025-0303,2025-09-16,21:26:00,Pasig,Katipunan Ave,Motorcycle,Rear-end,, clear,,Overspeeding,68.0,Male,0.0,63500.0,14.631878522232665,121.08039695114415
MMTI-2025-0304,2025-10-04,00:57:00,Malabon,España Blvd,Truck,Side-swipe,Minor,RAIN,,,32.0,FEMALE,3.0,46500.0,14.617809617228241,121.04827880845646
MMTI-2025-0305,2025-12-23,18:06:00,Malabon,Commonwealth Ave,Bus,Hit and Run,Major,Clear,Slippery,,34.0,Female,0.0,92500.0,14.648729136272404,120.90142281588612
MMTI-2025-0306,2025-09-25,03:33:00,Manila,Taft Ave,UV Express,Rear-end,Fatal,Cloudy,Slippery,Distracted Driving,27.0,FEMALE,,76500.0,14.550726545246397,121.0709953852536
MMTI-2025-0307,2025-08-05,18:23:00, Pasig,Roxas Blvd,UV Express,Hit and Run,Major,Cloudy,,,29.0,male,4.0,73000.0,14.596752031525638,121.097701652805
MMTI-2025-0308,2025-10-23,11:49:00,Navotas,Commonwealth Ave,Taxi,Collision,Major,Cloudy,Wet,Distracted Driving,31.0,FEMALE,2.0,72000.0,14.622805073405887,121.0369128893417
MMTI-2025-0309,2025-01-27,05:24:00,Manila,C5,Taxi,Rear-end,, clear,,Distracted Driving,22.0,male,1.0,49000.0,14.51600794733916,120.90755106765702
MMTI-2025-0310,2025-07-16,12:39:00,manila,Roxas Blvd,UV Express,Pedestrian,Minor,Rain,,,18.0,Female,,68000.0,14.557201302341738,120.90672187027926
MMTI-2025-0311,2025-11-03,16:33:00,Caloocan,Katipunan Ave,Car,Collision,Fatal,Rain,Dry,Drunk Driving,23.0,male,3.0,47000.0,14.63393240927926,120.98109019337011
MMTI-2025-0312,2025-04-13,16:00:00,Makati,C5,Jeepney,Side-swipe,, clear,Slippery,Traffic Violation,,male,1.0,79500.0,14.692611427895017,120.99095180173177
MMTI-2025-0313,2025-07-26,18:00:00,Mandaluyong,Commonwealth Ave,Truck,Pedestrian,Minor, clear,Dry,Reckless Driving,39.0,Male,4.0,34500.0,14.675222609248614,121.06262946992128
MMTI-2025-0314,2025-10-22,08:44:00,Valenzuela,Taft Ave,Jeepney,Hit and Run,Major,Storm,,,55.0,Male,3.0,16500.0,14.55156395296388,120.97653464918385
MMTI-2025-0315,2025-04-23,21:44:00,Caloocan,Ortigas Ave,Truck,Side-swipe,, clear,Dry,Reckless Driving,33.0,male,0.0,53000.0,14.634739583356362,121.06421493789851
MMTI-2025-0316,2025-02-08,17:59:00,Pasay,Aurora Blvd,Bus,Side-swipe,Major, clear,Slippery,Drunk Driving,65.0,Female,3.0,96000.0,14.539933307818862,121.04708581304857
MMTI-2025-0317,2025-05-16,06:14:00,Parañaque,Quezon Ave,Taxi,Pedestrian,Fatal,Rain,Dry,Distracted Driving,23.0,FEMALE,4.0,2500.0,14.652848842527105,121.00829479092062
MMTI-2025-0318,2025-01-22,15:23:00, Pasig,Ortigas Ave,Truck,Pedestrian,Fatal,Cloudy,Wet,Reckless Driving,43.0,Female,4.0,18000.0,14.510829634257757,121.059853983556
MMTI-2025-0319,2025-09-02,17:02:00,manila,Ortigas Ave,Truck,Rear-end,,Clear,,,38.0,Male,0.0,88000.0,14.54215047714029,121.0162016437959
MMTI-2025-0320,2025-06-16,11:39:00,Mandaluyong,Commonwealth Ave,Jeepney,Side-swipe,Major,Storm,,Traffic Violation,41.0,Female,3.0,56000.0,14.54210649642213,121.04014252536327
MMTI-2025-0321,2025-07-10,11:54:00,Navotas,Roxas Blvd,Truck,Rear-end,,Rain,,Mechanical Failure,,Male,,36500.0,14.660817516201444,121.01106800948415
MMTI-2025-0322,2025-07-15,06:09:00,Pasig,Aurora Blvd,Taxi,Collision,Major,Cloudy,,Drunk Driving,58.0,male,3.0,40000.0,14.55019480669817,121.07170039648986
MMTI-2025-0323,2025-01-25,12:06:00,Pasay,EDSA,Car,Side-swipe,,RAIN,Dry,,65.0,male,2.0,48000.0,14.572061316013858,121.0114982976494
MMTI-2025-0324,2025-05-12,11:01:00,Malabon,C5,Bus,Pedestrian,Major, clear,,Drunk Driving,67.0,male,2.0,43500.0,14.63463856802947,120.99749874886088
MMTI-2025-0325,2025-08-17,02:24:00, Pasig,Roxas Blvd,Truck,Rear-end,Major,RAIN,Slippery,,58.0,FEMALE,0.0,12000.0,14.532399897789396,120.94564358787758
MMTI-2025-0326,2025-06-12,20:18:00,Mandaluyong,Katipunan Ave,UV Express,Hit and Run,Fatal,Cloudy,Slippery,,44.0,Female,1.0,4500.0,14.5250079821464,120.9469254384369
MMTI-2025-0327,2025-05-09,23:44:00,Makati,Quezon Ave,Car,Hit and Run,Minor,Clear,Dry,,53.0,Male,0.0,-5000.0,14.579402504152034,121.05299927442672
MMTI-2025-0328,2025-02-12,03:16:00, Pasig,Commonwealth Ave,Motorcycle,Hit and Run,Fatal,Rain,Wet,Reckless Driving,46.0,Female,1.0,69000.0,14.667703555778575,120.905714258604
MMTI-2025-0329,2025-12-06,11:55:00,Marikina,Aurora Blvd,Truck,Pedestrian,Fatal, clear,,Drunk Driving,62.0,Female,4.0,78000.0,14.591308684097301,121.04978232031443
MMTI-2025-0330,2025-10-16,13:33:00,QUEZON CITY,Roxas Blvd,Bus,Hit and Run,,Rain,Dry,,37.0,male,3.0,35000.0,14.531143507813772,120.90211116373553
MMTI-2025-0331,2025-09-25,04:22:00,San Juan,Aurora Blvd,Jeepney,Collision,,Cloudy,Slippery,Overspeeding,67.0,FEMALE,2.0,78000.0,14.546243078703831,120.90144359700116
MMTI-2025-0332,2025-07-11,06:26:00,QUEZON CITY,Taft Ave,Truck,Rear-end,Major,RAIN,,,32.0,male,0.0,56000.0,14.625064602851214,121.00332201237163
MMTI-2025-0333,2025-11-10,22:43:00,Mandaluyong,Roxas Blvd,UV Express,Pedestrian,Fatal,Cloudy,Wet,Distracted Driving,29.0,Female,2.0,16000.0,14.62737854190967,121.02354588278051
MMTI-2025-0334,2025-05-20,22:39:00,Pateros,Quezon Ave,Bus,Collision,Major,Clear,,Overspeeding,29.0,Male,2.0,36000.0,14.525007840566628,120.98768332708941
MMTI-2025-0335,2025-01-05,07:05:00,Pasig,EDSA,Truck,Rear-end,Fatal,Cloudy,Slippery,,41.0,FEMALE,,6000.0,14.566049729407165,121.06870925985362
MMTI-2025-0336,2025-03-16,01:17:00,Navotas,C5,Jeepney,Hit and Run,Major,Rain,Slippery,,18.0,Male,,33500.0,14.576959579842129,121.09499444282497
MMTI-2025-0337,2025-05-07,23:02:00,Parañaque,Aurora Blvd,UV Express,Collision,,RAIN,Wet,,42.0,male,2.0,22000.0,14.62583285082614,120.90843718311895
MMTI-2025-0338,2025-10-09,16:07:00,Mandaluyong,Aurora Blvd,UV Express,Side-swipe,Major,Storm,Dry,Mechanical Failure,25.0,Female,,57500.0,14.56490269752602,120.93347207128166
MMTI-2025-0339,2025-05-22,18:07:00,Navotas,Quezon Ave,Motorcycle,Collision,,RAIN,,Drunk Driving,41.0,Male,1.0,22000.0,14.599983841317,121.03718892875112
MMTI-2025-0340,2025-06-23,20:03:00,Quezon City,Ortigas Ave,UV Express,Rear-end,,Clear,Wet,,32.0,male,4.0,84500.0,14.651339504640278,121.06110507531733
MMTI-2025-0341,2025-08-13,23:12:00,Manila,Taft Ave,Bus,Rear-end,Fatal,Clear,,,53.0,male,4.0,91000.0,14.598018399163747,121.01334034679329
MMTI-2025-0342,2025-10-06,11:20:00,Valenzuela,Roxas Blvd,Taxi,Pedestrian,,Rain,Dry,Drunk Driving,46.0,male,2.0,71000.0,14.573422541400907,120.90014396574486
MMTI-2025-0343,2025-11-23,16:24:00,Pasay,EDSA,Jeepney,Side-swipe,,Rain,Slippery,Distracted Driving,60.0,FEMALE,1.0,69000.0,14.636644836511536,121.05314681910198
MMTI-2025-0344,2025-03-20,19:18:00,Marikina,Taft Ave,UV Express,Side-swipe,Minor,Clear,,Distracted Driving,20.0,Female,1.0,6000.0,14.540415805737757,120.99707405744735
MMTI-2025-0345,2025-02-20,01:36:00,Navotas,Aurora Blvd,Jeepney,Pedestrian,,Storm,Dry,Traffic Violation,32.0,Male,0.0,28500.0,14.63114987237961,121.08568074388768
MMTI-2025-0346,2025-02-10,14:51:00,Quezon City,Ortigas Ave,Jeepney,Hit and Run,Fatal,RAIN,Dry,Reckless Driving,51.0,Male,,11000.0,14.66689129964099,120.91558707497211
MMTI-2025-0347,2025-04-21,16:06:00,Taguig,Quezon Ave,Jeepney,Hit and Run,Major,Rain,,Mechanical Failure,54.0,Female,4.0,97500.0,14.611628321431851,121.04922167525518
MMTI-2025-0348,2025-11-23,18:22:00,Valenzuela,Taft Ave,Motorcycle,Rear-end,Major, clear,,Traffic Violation,60.0,Female,4.0,78500.0,14.588602433999657,120.97046481505407
MMTI-2025-0349,2025-06-11,17:20:00,Las Piñas,Taft Ave,Taxi,Hit and Run,Fatal, clear,Wet,Mechanical Failure,42.0,male,2.0,59500.0,14.58949995779965,120.97941811233788
MMTI-2025-0350,2025-01-18,09:38:00,Manila,España Blvd,Car,Side-swipe,Minor,Storm,Wet,Mechanical Failure,38.0,Male,,37000.0,14.683822416594122,121.00225429766823
MMTI-2025-0351,2025-10-20,18:09:00,Taguig,EDSA,Truck,Side-swipe,Major,Rain,Slippery,Traffic Violation,55.0,Female,1.0,34500.0,14.662214847356532,120.91838102425709
MMTI-2025-0352,2025-07-24,18:58:00,Parañaque,C5,UV Express,Side-swipe,,Rain,,Distracted Driving,56.0,male,0.0,95500.0,14.661668234432167,120.9763092220999
MMTI-2025-0353,2025-01-29,10:22:00,Malabon,Taft Ave,Taxi,Collision,Major,RAIN,,Overspeeding,58.0,FEMALE,0.0,41000.0,14.604876670302723,120.96386330804219
MMTI-2025-0354,2025-10-17,04:20:00,manila,Quezon Ave,Car,Collision,,Cloudy,,Distracted Driving,32.0,FEMALE,2.0,52000.0,14.52960248013167,120.96723363560818
MMTI-2025-0355,2025-09-01,18:47:00,Quezon City,España Blvd,Truck,Side-swipe,Minor,Cloudy,,,67.0,Female,1.0,63500.0,14.611859235462708,120.99757221996087
MMTI-2025-0356,2025-11-30,18:12:00,QUEZON CITY,Katipunan Ave,UV Express,Pedestrian,Major,Rain,Dry,Reckless Driving,67.0,FEMALE,2.0,89500.0,14.684827616179017,120.91791892962536
MMTI-2025-0357,2025-12-10,13:27:00,Las Piñas,Ortigas Ave,Car,Side-swipe,Fatal, clear,Dry,Reckless Driving,28.0,male,4.0,58500.0,14.624636431255666,120.98809268481267
MMTI-2025-0358,2025-04-30,06:43:00,Las Piñas,Commonwealth Ave,Taxi,Collision,Minor,RAIN,Dry,Mechanical Failure,57.0,Female,2.0,3500.0,14.56865427448421,121.06085615472686
MMTI-2025-0359,2025-06-06,14:30:00,Manila,Ortigas Ave,Car,Pedestrian,Major,Rain,,Reckless Driving,53.0,FEMALE,4.0,95000.0,14.69846042564712,121.03901422872954
MMTI-2025-0360,2025-12-09,00:24:00,Makati ,España Blvd,Motorcycle,Side-swipe,Major,Clear,Slippery,Mechanical Failure,68.0,male,0.0,61500.0,14.630951574363078,120.9016668350497
MMTI-2025-0361,2025-07-18,21:17:00,Las Piñas,C5,Motorcycle,Side-swipe,,Rain,,Distracted Driving,38.0,FEMALE,4.0,70000.0,14.51760413376453,120.93977504000165
MMTI-2025-0362,2025-08-23,17:59:00,Manila,EDSA,Car,Pedestrian,Fatal,Storm,,,65.0,Female,0.0,46000.0,14.63686227105843,120.97107562664931
MMTI-2025-0363,2025-06-04,07:32:00,Mandaluyong,EDSA,UV Express,Side-swipe,,Clear,,Reckless Driving,32.0,Female,2.0,52000.0,14.631386351789923,120.91755900342747
MMTI-2025-0364,2025-07-15,16:43:00, Pasig,Quezon Ave,Truck,Rear-end,,Rain,,Reckless Driving,56.0,male,3.0,71000.0,14.526354426453645,121.03049452921536
MMTI-2025-0365,2025-10-25,17:43:00,Parañaque,Commonwealth Ave,Bus,Pedestrian,Major,Cloudy,Wet,Drunk Driving,38.0,Male,4.0,70000.0,14.689720312832952,120.92367745814344
MMTI-2025-0366,2025-06-12,04:46:00,Manila,Ortigas Ave,Truck,Hit and Run,Fatal,Cloudy,Slippery,Drunk Driving,67.0,Female,0.0,18500.0,14.536949299314914,121.0524894967466
MMTI-2025-0367,2025-11-10,19:17:00, Pasig,Katipunan Ave,Jeepney,Rear-end,,Rain,Wet,Overspeeding,40.0,Male,,63000.0,14.526817325506098,121.06922764719235
MMTI-2025-0368,2025-08-29,22:41:00,Las Piñas,Commonwealth Ave,Taxi,Hit and Run,,Cloudy,Wet,Drunk Driving,30.0,Female,0.0,54000.0,14.652907770825648,120.90300285209035
MMTI-2025-0369,2025-05-19,13:14:00,Parañaque,Quezon Ave,Motorcycle,Rear-end,, clear,,Traffic Violation,47.0,Female,3.0,53500.0,14.655242943826059,121.02158599158426
MMTI-2025-0370,2025-07-14,23:20:00,Navotas,Katipunan Ave,UV Express,Pedestrian,, clear,,Overspeeding,51.0,Male,3.0,60000.0,14.66540202033187,120.90848318320182
MMTI-2025-0371,2025-05-06,16:34:00,Navotas,EDSA,Jeepney,Hit and Run,,RAIN,Dry,Mechanical Failure,36.0,FEMALE,3.0,40500.0,14.654735402506025,120.95718291768632
MMTI-2025-0372,2025-03-27,13:18:00, Pasig,EDSA,UV Express,Pedestrian,Major,Cloudy,,Distracted Driving,64.0,Male,1.0,76500.0,14.687568491539848,121.03922282836797
MMTI-2025-0373,2025-03-11,12:26:00,Marikina,Aurora Blvd,Motorcycle,Rear-end,, clear,Wet,,23.0,male,2.0,90500.0,14.629715286056939,121.04229394912197
MMTI-2025-0374,2025-03-25,22:46:00,Taguig,C5,Motorcycle,Hit and Run,Fatal,Clear,,,64.0,Female,3.0,72000.0,14.576121401852228,121.05365206475689
MMTI-2025-0375,2025-06-21,18:55:00,Pasig,Commonwealth Ave,Taxi,Rear-end,Major,RAIN,Dry,,37.0,male,,,14.692193222710875,120.95775610748896
MMTI-2025-0376,2025-04-03,03:57:00,Pasig,Quezon Ave,Motorcycle,Pedestrian,Fatal,Clear,,,49.0,Male,4.0,65000.0,14.547575670803896,121.01777246543686
MMTI-2025-0377,2025-09-01,14:26:00,Valenzuela,C5,Jeepney,Pedestrian,Minor,Rain,,Reckless Driving,57.0,Female,0.0,25500.0,14.529651233635938,121.03065537564311
MMTI-2025-0378,2025-01-19,04:54:00,Quezon City,Katipunan Ave,Taxi,Pedestrian,Fatal,Storm,Dry,Overspeeding,24.0,FEMALE,1.0,22500.0,14.634418099052281,121.02221795120974
MMTI-2025-0379,2025-12-21,22:38:00,Makati ,España Blvd,Car,Hit and Run,,Storm,Dry,Distracted Driving,67.0,male,2.0,49000.0,14.67950595524749,121.0640529484565
MMTI-2025-0380,2025-08-07,17:04:00,San Juan,Aurora Blvd,Car,Collision,Fatal,Storm,,,51.0,Female,,28500.0,14.622410748985684,120.92186044688727
MMTI-2025-0381,2025-11-19,16:05:00,Pateros,Katipunan Ave,Taxi,Side-swipe,, clear,Slippery,Reckless Driving,51.0,male,1.0,80500.0,14.612526867533322,121.0039411600369
MMTI-2025-0382,2025-11-20,15:31:00,Pasay,Katipunan Ave,Car,Side-swipe,Major,Clear,Dry,Overspeeding,47.0,Male,,28500.0,14.659912870251102,121.09979740145003
MMTI-2025-0383,2025-07-31,01:21:00,Las Piñas,España Blvd,Taxi,Rear-end,Minor,RAIN,Wet,Reckless Driving,34.0,Male,2.0,40000.0,14.601337925419202,120.96478476787662
MMTI-2025-0384,2025-01-04,03:43:00,Marikina,Ortigas Ave,Truck,Pedestrian,,Clear,Wet,Mechanical Failure,39.0,male,,63000.0,14.683232610634715,121.0594508767658
MMTI-2025-0385,2025-11-27,04:30:00,Pasig,Aurora Blvd,Taxi,Pedestrian,Fatal,Cloudy,,Overspeeding,51.0,male,4.0,94500.0,14.635639524929974,121.01103544166071
MMTI-2025-0386,2025-01-10,06:36:00,Marikina,Ortigas Ave,Motorcycle,Rear-end,Fatal,Clear,Slippery,,58.0,Female,4.0,79500.0,14.577913254778652,121.019038373406
MMTI-2025-0387,2025-06-07,22:54:00,Marikina,EDSA,Bus,Hit and Run,Minor,Cloudy,Wet,Traffic Violation,46.0,male,1.0,69000.0,14.560463659726102,120.92244625445339
MMTI-2025-0388,2025-01-20,06:58:00,Makati,Aurora Blvd,Jeepney,Collision,, clear,Wet,Mechanical Failure,39.0,FEMALE,,69000.0,14.562071741782923,120.96546759030714
MMTI-2025-0389,2025-02-20,16:43:00,Pasig,Quezon Ave,UV Express,Collision,,Cloudy,,Distracted Driving,18.0,male,0.0,89500.0,14.669624804845881,121.0743750186072
MMTI-2025-0390,2025-06-20,14:56:00,Quezon City,C5,Jeepney,Side-swipe,Minor, clear,Slippery,Mechanical Failure,38.0,Female,1.0,38500.0,14.555329907733613,120.9638299581003
MMTI-2025-0391,2025-08-14,21:07:00,Mandaluyong,Commonwealth Ave,Car,Side-swipe,Minor,Clear,,Distracted Driving,31.0,male,4.0,42500.0,14.554210420163805,121.08865556374842
MMTI-2025-0392,2025-05-26,18:15:00,Pasay,C5,Bus,Pedestrian,Fatal, clear,,Overspeeding,26.0,Male,3.0,88000.0,14.510091202118884,120.97671992786796
MMTI-2025-0393,2025-02-14,13:25:00,Pasay,Katipunan Ave,Jeepney,Hit and Run,,Storm,Slippery,Traffic Violation,,Female,,99000.0,14.634174053086786,121.00669698577903
MMTI-2025-0394,2025-08-27,18:08:00,Makati,Aurora Blvd,Motorcycle,Hit and Run,Fatal,RAIN,,,32.0,Female,1.0,80500.0,14.551610553134772,120.97268986909401
MMTI-2025-0395,2025-04-04,22:58:00,Marikina,Ortigas Ave,Truck,Hit and Run,Minor,Clear,,Distracted Driving,40.0,FEMALE,3.0,23500.0,14.55645147378436,120.9697230884499
MMTI-2025-0396,2025-10-22,04:32:00,Taguig,Taft Ave,Taxi,Collision,Fatal, clear,Dry,Reckless Driving,52.0,FEMALE,3.0,77500.0,14.582688381133341,121.02417496777132
MMTI-2025-0397,2025-10-08,05:30:00,Navotas,C5,Bus,Rear-end,,Cloudy,,Traffic Violation,52.0,Female,1.0,86500.0,14.633921039220533,121.0478734089894
MMTI-2025-0398,2025-12-31,18:53:00,Pateros,C5,Jeepney,Pedestrian,,Storm,,Distracted Driving,,FEMALE,1.0,41000.0,14.691176689275792,120.9139215269659
MMTI-2025-0399,2025-02-25,21:52:00, Pasig,Taft Ave,Bus,Hit and Run,Minor,Clear,Wet,Drunk Driving,55.0,Male,1.0,86500.0,14.5298432863548,121.00625116421507
MMTI-2025-0400,2025-07-19,19:36:00,Valenzuela,Quezon Ave,Car,Side-swipe,Fatal, clear,Slippery,,63.0,male,0.0,76500.0,14.501623850481943,121.09728432969813
MMTI-2025-0401,2025-07-26,04:54:00,San Juan,EDSA,Bus,Pedestrian,Minor,Clear,,Traffic Violation,25.0,male,0.0,32000.0,14.586343100223276,121.01803277491669
MMTI-2025-0402,2025-11-17,10:45:00,Navotas,Taft Ave,Truck,Hit and Run,,Rain,Wet,,26.0,Female,4.0,51000.0,14.668665534145358,120.97205757772917
MMTI-2025-0403,2025-08-02,04:18:00,Pasig,Commonwealth Ave,Motorcycle,Collision,Minor,Rain,,,26.0,Male,1.0,84000.0,14.661188322925351,121.07203055241112
MMTI-2025-0404,2025-12-23,19:59:00,Malabon,Katipunan Ave,Car,Hit and Run,,Cloudy,,,42.0,male,1.0,25500.0,14.584954371459146,120.90148599829963
MMTI-2025-0405,2025-09-13,23:15:00,manila,Roxas Blvd,Truck,Pedestrian,,Storm,Dry,Overspeeding,54.0,FEMALE,,49000.0,14.522632873922987,120.99630658173821
MMTI-2025-0406,2025-12-20,02:09:00,manila,Roxas Blvd,Truck,Pedestrian,Minor, clear,,Distracted Driving,33.0,FEMALE,,96500.0,14.632747387827056,121.0337434278102
MMTI-2025-0407,2025-12-17,20:34:00,Makati ,Roxas Blvd,Jeepney,Collision,Fatal, clear,Dry,,47.0,FEMALE,4.0,95500.0,14.566302797825658,120.97058290833321
MMTI-2025-0408,2025-05-31,09:10:00,Quezon City,Katipunan Ave,UV Express,Side-swipe,,Storm,Dry,,55.0,Female,4.0,8500.0,14.631263977274843,120.95835064174071
MMTI-2025-0409,2025-11-16,00:18:00,Pateros,C5,Car,Pedestrian,Minor,Storm,Slippery,Drunk Driving,57.0,male,2.0,34500.0,14.502840602012618,120.92230988085839
MMTI-2025-0410,2025-03-31,18:47:00,Pasig,Aurora Blvd,Bus,Rear-end,Fatal,RAIN,Wet,,29.0,Male,2.0,12500.0,14.693469126738712,121.019108818373
MMTI-2025-0411,2025-03-20,15:48:00,Malabon,Taft Ave,Car,Hit and Run,Major,Rain,,Traffic Violation,21.0,male,0.0,8500.0,14.533520079350494,120.97974896054899
MMTI-2025-0412,2025-06-04,15:47:00,QUEZON CITY,Quezon Ave,Truck,Hit and Run,,Storm,Wet,,18.0,male,3.0,50500.0,14.635698681050075,121.09235254456141
MMTI-2025-0413,2025-12-16,01:06:00,QUEZON CITY,Ortigas Ave,Taxi,Hit and Run,,RAIN,Slippery,Traffic Violation,35.0,male,0.0,34500.0,14.630868656313682,120.97823075273799
MMTI-2025-0414,2025-12-12,23:15:00,Makati ,Quezon Ave,Jeepney,Side-swipe,Major,Storm,,Overspeeding,61.0,Male,0.0,3500.0,14.582249753322749,121.00505285278545
MMTI-2025-0415,2025-12-17,14:22:00,Caloocan,Roxas Blvd,Bus,Rear-end,Minor,Clear,,Distracted Driving,21.0,Female,4.0,83500.0,14.52435802624833,121.0915590675473
MMTI-2025-0416,2025-02-14,19:08:00,Navotas,Katipunan Ave,Taxi,Rear-end,Minor,RAIN,Wet,Reckless Driving,36.0,FEMALE,,11500.0,14.627756101568705,121.08453907816894
MMTI-2025-0417,2025-05-22,13:44:00,Marikina,Roxas Blvd,Car,Collision,Fatal,Clear,,,39.0,Male,2.0,35500.0,14.535585897327326,120.91387969626743
MMTI-2025-0418,2025-04-13,19:25:00,Pasay,Aurora Blvd,Motorcycle,Rear-end,,Cloudy,Wet,Distracted Driving,46.0,male,0.0,6000.0,14.514583900675792,121.01426891196898
MMTI-2025-0419,2025-05-09,14:01:00,Pateros,Commonwealth Ave,UV Express,Collision,Minor,RAIN,,Reckless Driving,27.0,male,3.0,75500.0,14.500740750901972,121.04152113041269
MMTI-2025-0420,2025-09-09,15:27:00,Navotas,C5,Jeepney,Rear-end,Minor,Cloudy,,Distracted Driving,54.0,male,2.0,89000.0,14.56056561529728,120.91103893463652
MMTI-2025-0421,2025-11-28,02:23:00,QUEZON CITY,Ortigas Ave,Motorcycle,Hit and Run,Fatal,RAIN,Wet,Drunk Driving,53.0,Male,3.0,86500.0,14.538200632183061,121.03917645572142
MMTI-2025-0422,2025-02-24,20:44:00,Las Piñas,Aurora Blvd,Motorcycle,Hit and Run,Major,Rain,Dry,Mechanical Failure,19.0,Female,3.0,51500.0,14.51259852616897,121.00811040944369
MMTI-2025-0423,2025-06-07,15:34:00,Valenzuela,EDSA,Motorcycle,Side-swipe,Minor,Storm,Dry,,25.0,Female,,87000.0,14.604623927859024,121.08801795792294
MMTI-2025-0424,2025-10-02,04:47:00,Makati ,Quezon Ave,Motorcycle,Collision,Major,Cloudy,Dry,,57.0,Male,1.0,91500.0,14.629757283822503,120.9028730409924
MMTI-2025-0425,2025-11-20,01:57:00,San Juan,C5,Truck,Pedestrian,Major, clear,Dry,Distracted Driving,25.0,FEMALE,4.0,80500.0,14.544114504848585,121.06089070618546
MMTI-2025-0426,2025-08-07,10:51:00,Navotas,Ortigas Ave,Motorcycle,Pedestrian,,Rain,Slippery,Mechanical Failure,66.0,Male,4.0,24000.0,14.567100745533738,120.92414909791037
MMTI-2025-0427,2025-03-14,13:10:00,Las Piñas,España Blvd,Car,Hit and Run,Major, clear,Dry,Drunk Driving,24.0,FEMALE,1.0,4000.0,14.67592538816775,120.91614452154391
MMTI-2025-0428,2025-01-04,05:59:00,Makati,Katipunan Ave,Bus,Hit and Run,,RAIN,Wet,Mechanical Failure,27.0,male,4.0,59500.0,14.58240626490005,121.08761792208932
